date,instance_id,instance_type,cpu_avg,memory_avg,network_in,network_out,cost_usd
2024-06-14,i-0015afbc,t3.small,2.13,8.69,0.0,0.0898,0.4978
2024-06-15,i-0015afbc,t3.small,4.69,12.73,1.3852,2.094,0.6875
2024-06-16,i-0015afbc,t3.small,5.92,13.26,1.4966,2.8253,0.7327
2024-06-17,i-0015afbc,t3.small,5.59,7.23,0.5097,1.4484,0.6108
2024-06-18,i-0015afbc,t3.small,4.62,11.22,0.5921,4.4405,0.8812
2024-06-19,i-0015afbc,t3.small,6.78,25.11,1.4536,0.0,0.4906
2024-06-20,i-0015afbc,t3.small,6.74,21.94,2.9887,0.0,0.52
2024-06-21,i-0015afbc,t3.small,5.8,13.72,2.1781,0.5505,0.5354
2024-06-22,i-0015afbc,t3.small,3.86,11.82,0.0,0.0,0.5107
2024-06-23,i-0015afbc,t3.small,3.08,17.16,5.7955,2.8736,0.7773
2024-06-24,i-0015afbc,t3.small,4.935,20.11,3.2605,0.0,0.5066
2024-06-25,i-0015afbc,t3.small,1.95,11.11,0.0,0.8445,0.5714
2024-06-26,i-0015afbc,t3.small,6.03,5.32,0.0,0.0,0.5212
2024-06-27,i-0015afbc,t3.small,3.0,15.8,0.0,1.7785,0.6833
2024-06-28,i-0015afbc,t3.small,7.25,25.65,1.3244,2.5977,0.744
2024-06-29,i-0015afbc,t3.small,3.33,10.54,3.0927,0.0,0.5188
2024-06-30,i-0015afbc,t3.small,7.26,10.6,0.3576,3.9663,0.8117
2024-01-01,i-00165487,m5.xlarge,62.46,89.64,5.136,3.0744,4.7673
2024-01-02,i-00165487,m5.xlarge,45.46,47.33,4.5204,0.7216,4.6205
2024-01-03,i-00165487,m5.xlarge,54.88,67.35,1.3852,2.5069,4.8824
2024-01-04,i-00165487,m5.xlarge,47.72,64.55,2.3768,2.9984,4.9573
2024-01-05,i-00165487,m5.xlarge,63.73,61.67,8.0254,1.5343,4.6225
2024-01-06,i-00165487,m5.xlarge,29.37,51.88,1.4524,0.7825,4.9523
2024-01-07,i-00165487,m5.xlarge,19.95,28.26,1.9323,2.1296,4.94
2024-01-08,i-00165487,m5.xlarge,60.87,78.07,5.1584,2.4719,3.9368
2024-01-09,i-00165487,m5.xlarge,71.0,71.92,6.6589,5.7317,5.4335
2024-01-10,i-00165487,m5.xlarge,62.2,60.64,2.3998,4.5269,4.7983
2024-01-11,i-00165487,m5.xlarge,50.64,62.54,7.237,3.3745,4.8876
2024-01-12,i-00165487,m5.xlarge,44.97,65.5,4.7714,2.0657,5.0668
2024-01-13,i-00165487,m5.xlarge,19.51,26.41,1.0612,0.0,4.2952
2024-01-14,i-00165487,m5.xlarge,16.47,31.91,0.0,0.0,4.4935
2024-01-15,i-00165487,m5.xlarge,46.74,42.99,3.7878,4.8822,5.1238
2024-01-16,i-00165487,m5.xlarge,56.79,61.51,5.9618,2.1322,4.7299
2024-01-17,i-00165487,m5.xlarge,56.39,73.13,10.0873,2.0109,4.9381
2024-01-18,i-00165487,m5.xlarge,47.04,47.67,4.5043,4.6343,5.0179
2024-01-19,i-00165487,m5.xlarge,51.05,49.73,3.8032,5.3319,5.2386
2024-01-20,i-00165487,m5.xlarge,31.71,34.33,1.3418,0.962,3.7898
2024-01-21,i-00165487,m5.xlarge,22.82,27.75,1.1347,2.3112,5.1205
2024-01-22,i-00165487,m5.xlarge,61.27,59.7,9.4593,1.9667,4.6834
2024-01-23,i-00165487,m5.xlarge,47.39,49.98,0.0,4.2899,4.975
2024-01-24,i-00165487,m5.xlarge,61.6,59.33,4.3389,2.4587,4.9784
2024-01-25,i-00165487,m5.xlarge,57.57,61.64,5.6057,6.1277,5.1031
2024-01-26,i-00165487,m5.xlarge,58.11,82.74,6.6318,2.1895,5.1091
2024-01-27,i-00165487,m5.xlarge,16.69,27.92,0.0,0.615,4.8265
2024-01-28,i-00165487,m5.xlarge,24.0,32.43,1.3778,0.0,1.867
2024-01-29,i-00165487,m5.xlarge,56.93,55.47,7.1198,3.3854,4.8201
2024-01-30,i-00165487,m5.xlarge,54.91,43.62,3.212,7.129,20.5197
2024-01-31,i-00165487,m5.xlarge,49.87,61.44,3.1063,5.2508,4.9802
2024-02-01,i-00165487,m5.xlarge,48.38,46.12,3.9974,2.0148,4.6849
2024-02-02,i-00165487,m5.xlarge,60.89,74.97,6.0086,4.5516,5.2274
2024-02-03,i-00165487,m5.xlarge,23.49,35.17,0.0,2.0995,5.0488
2024-02-04,i-00165487,m5.xlarge,22.77,36.32,0.2467,0.0,4.6441
2024-02-05,i-00165487,m5.xlarge,44.59,54.67,7.7667,5.8893,5.2765
2024-02-06,i-00165487,m5.xlarge,44.76,60.19,3.3985,4.1438,5.1457
2024-02-07,i-00165487,m5.xlarge,40.94,66.72,5.9707,2.5564,4.9677
2024-02-08,i-00165487,m5.xlarge,52.57,53.08,4.9387,3.0821,4.7765
2024-02-09,i-00165487,m5.xlarge,47.86,61.04,3.9212,3.5837,4.8018
2024-02-10,i-00165487,m5.xlarge,22.79,30.81,0.2677,1.0465,4.7386
2024-02-11,i-00165487,m5.xlarge,21.77,45.02,1.2202,0.2796,4.6987
2024-02-12,i-00165487,m5.xlarge,46.24,47.16,3.0316,1.0318,4.6346
2024-02-13,i-00165487,m5.xlarge,57.21,83.88,8.9633,2.1284,4.8323
2024-02-14,i-00165487,m5.xlarge,58.66,80.58,6.0069,0.2979,4.7561
2024-02-15,i-00165487,m5.xlarge,58.76,84.86,4.788,2.7962,4.993
2024-02-16,i-00165487,m5.xlarge,56.96,70.91,7.3996,3.4642,4.7635
2024-02-17,i-00165487,m5.xlarge,15.16,26.03,0.497,0.3958,4.8367
2024-02-18,i-00165487,m5.xlarge,50.64,35.63,0.6291,0.2345,4.816
2024-02-19,i-00165487,m5.xlarge,54.72,70.27,5.5317,3.1635,4.8275
2024-02-20,i-00165487,m5.xlarge,62.25,54.3,5.7077,2.6079,4.8785
2024-02-21,i-00165487,m5.xlarge,52.59,84.14,5.6458,2.8742,3.843
2024-02-22,i-00165487,m5.xlarge,53.71,41.38,6.4468,4.5874,5.176
2024-02-23,i-00165487,m5.xlarge,55.19,68.16,4.9157,2.8376,4.8475
2024-02-24,i-00165487,m5.xlarge,22.67,28.91,1.4787,1.2831,4.9194
2024-02-25,i-00165487,m5.xlarge,24.01,22.39,0.51,1.3199,4.7725
2024-02-26,i-00165487,m5.xlarge,52.99,48.47,2.6876,1.3516,4.6277
2024-02-27,i-00165487,m5.xlarge,65.81,56.78,3.4877,6.5751,5.1134
2024-02-28,i-00165487,m5.xlarge,53.25,67.62,4.1467,3.9737,4.8804
2024-02-29,i-00165487,m5.xlarge,56.71,82.36,5.247,1.9362,4.6914
2024-03-01,i-00165487,m5.xlarge,58.96,52.95,6.2717,4.7613,5.2065
2024-03-02,i-00165487,m5.xlarge,25.68,33.18,0.0515,2.0864,4.8946
2024-03-03,i-00165487,m5.xlarge,30.6,30.41,0.847,2.5317,4.7269
2024-03-04,i-00165487,m5.xlarge,62.53,69.4,1.801,3.5568,5.1527
2024-03-05,i-00165487,m5.xlarge,44.4,64.19,5.7942,3.0247,4.5698
2024-03-06,i-00165487,m5.xlarge,54.21,69.32,3.0946,1.3555,4.6042
2024-03-07,i-00165487,m5.xlarge,54.69,69.08,6.9083,2.0349,5.0273
2024-03-08,i-00165487,m5.xlarge,60.77,82.57,5.0544,6.8032,5.2522
2024-03-09,i-00165487,m5.xlarge,25.29,32.94,0.0,1.3357,4.8334
2024-03-10,i-00165487,m5.xlarge,28.15,30.27,1.0328,0.0,4.3833
2024-03-11,i-00165487,m5.xlarge,58.4,55.61,5.8202,2.5433,1.7627
2024-03-12,i-00165487,m5.xlarge,33.99,51.51,2.0682,0.4604,4.5942
2024-03-13,i-00165487,m5.xlarge,41.89,62.13,2.7552,3.9016,5.012
2024-03-14,i-00165487,m5.xlarge,55.36,44.84,2.1678,4.3119,5.2448
2024-03-15,i-00165487,m5.xlarge,49.13,64.9,4.2169,1.0579,4.7103
2024-03-16,i-00165487,m5.xlarge,23.49,24.73,0.0,1.5526,4.9003
2024-03-17,i-00165487,m5.xlarge,20.66,32.24,0.0,2.0708,4.8663
2024-03-18,i-00165487,m5.xlarge,47.59,59.91,3.8578,3.5808,4.9996
2024-03-19,i-00165487,m5.xlarge,53.37,71.61,5.6871,7.6276,5.012
2024-03-20,i-00165487,m5.xlarge,51.75,54.12,5.6219,0.0,4.8972
2024-03-21,i-00165487,m5.xlarge,47.01,48.32,3.5472,0.1907,4.5674
2024-03-22,i-00165487,m5.xlarge,58.71,51.75,7.0523,1.8072,4.829
2024-03-23,i-00165487,m5.xlarge,24.7,41.08,3.064,0.1976,4.527
2024-03-24,i-00165487,m5.xlarge,27.74,35.48,0.4752,0.0,4.6018
2024-03-25,i-00165487,m5.xlarge,58.98,48.48,3.8676,4.8795,3.9683
2024-03-26,i-00165487,m5.xlarge,63.5,70.23,8.723,1.3644,4.6401
2024-03-27,i-00165487,m5.xlarge,56.37,45.93,4.2182,1.4509,4.6702
2024-03-28,i-00165487,m5.xlarge,63.22,68.4,6.0993,4.5021,4.7776
2024-03-29,i-00165487,m5.xlarge,67.07,59.56,5.4909,4.0317,5.0232
2024-03-30,i-00165487,m5.xlarge,34.69,44.45,0.0,2.1996,4.8449
2024-03-31,i-00165487,m5.xlarge,30.89,35.38,0.8362,1.8688,4.5569
2024-04-01,i-00165487,m5.xlarge,46.34,59.18,3.5396,1.6884,4.8173
2024-04-02,i-00165487,m5.xlarge,78.16,88.29,5.4708,6.5262,5.1925
2024-04-03,i-00165487,m5.xlarge,60.55,50.08,6.8466,2.7942,4.8491
2024-04-04,i-00165487,m5.xlarge,56.42,67.89,3.3634,2.4907,4.7534
2024-04-05,i-00165487,m5.xlarge,42.97,52.74,0.0,0.6142,4.7736
2024-04-06,i-00165487,m5.xlarge,24.47,29.01,0.7322,1.1845,4.6994
2024-04-07,i-00165487,m5.xlarge,28.88,30.65,0.0,0.6781,4.4987
2024-04-08,i-00165487,m5.xlarge,50.71,48.58,5.1865,2.035,4.7258
2024-04-09,i-00165487,m5.xlarge,59.67,65.77,6.756,0.0,4.7519
2024-04-10,i-00165487,m5.xlarge,51.7,68.6,6.4592,0.5263,4.8842
2024-04-11,i-00165487,m5.xlarge,67.22,77.13,3.3995,3.3762,5.0944
2024-04-12,i-00165487,m5.xlarge,54.71,72.83,0.0,3.0528,4.977
2024-04-13,i-00165487,m5.xlarge,22.09,28.83,1.1461,2.6766,4.7493
2024-04-14,i-00165487,m5.xlarge,31.09,34.76,1.6373,0.4029,4.8281
2024-04-15,i-00165487,m5.xlarge,50.57,67.84,4.2568,4.4634,5.1452
2024-04-16,i-00165487,m5.xlarge,56.14,79.56,1.9287,1.354,4.7804
2024-04-17,i-00165487,m5.xlarge,55.52,58.86,3.864,2.66,5.016
2024-04-18,i-00165487,m5.xlarge,50.97,53.12,7.1519,6.717,5.3953
2024-04-19,i-00165487,m5.xlarge,58.22,62.38,8.0835,3.2821,5.156
2024-04-20,i-00165487,m5.xlarge,29.05,42.2,0.4325,0.1216,4.4623
2024-04-21,i-00165487,m5.xlarge,30.32,39.62,3.3558,1.0223,4.663
2024-04-22,i-00165487,m5.xlarge,55.55,50.03,6.2083,5.9425,2.5245
2024-04-23,i-00165487,m5.xlarge,50.64,51.51,6.1127,1.4818,4.52
2024-04-24,i-00165487,m5.xlarge,42.43,37.34,2.7954,4.4116,5.0217
2024-04-25,i-00165487,m5.xlarge,59.06,72.74,4.3936,5.5236,4.9914
2024-04-26,i-00165487,m5.xlarge,50.64,70.13,5.7552,2.9216,4.7536
2024-04-27,i-00165487,m5.xlarge,24.11,32.72,1.5898,2.0832,4.7318
2024-04-28,i-00165487,m5.xlarge,28.64,47.2,3.0797,1.4965,4.9479
2024-04-29,i-00165487,m5.xlarge,57.51,57.45,2.7812,0.0,4.7222
2024-04-30,i-00165487,m5.xlarge,47.96,44.31,3.2064,2.9384,4.7194
2024-05-01,i-00165487,m5.xlarge,58.19,71.52,3.7606,3.6127,4.9071
2024-05-02,i-00165487,m5.xlarge,61.33,54.09,8.3054,4.258,4.8726
2024-05-03,i-00165487,m5.xlarge,54.3,54.88,9.7821,2.9966,4.7795
2024-05-04,i-00165487,m5.xlarge,24.3,33.71,3.6923,0.7205,4.7871
2024-05-05,i-00165487,m5.xlarge,26.69,35.91,1.6742,0.6946,4.6876
2024-05-06,i-00165487,m5.xlarge,49.32,48.36,2.2348,1.8315,4.7694
2024-05-07,i-00165487,m5.xlarge,47.78,60.16,9.2548,3.8053,5.0555
2024-05-08,i-00165487,m5.xlarge,54.96,79.81,2.505,3.7875,5.0586
2024-05-09,i-00165487,m5.xlarge,65.04,77.5,13.0016,4.8128,5.0722
2024-05-10,i-00165487,m5.xlarge,59.74,78.99,7.6857,2.0238,5.0731
2024-05-11,i-00165487,m5.xlarge,24.89,25.75,1.1354,0.0,4.7708
2024-05-12,i-00165487,m5.xlarge,27.95,41.28,2.2857,0.0,22.55
2024-05-13,i-00165487,m5.xlarge,63.48,52.95,12.3772,2.1154,4.8334
2024-05-14,i-00165487,m5.xlarge,58.09,65.34,2.9993,1.8978,4.9161
2024-05-15,i-00165487,m5.xlarge,53.35,46.36,1.9886,0.0,4.5946
2024-05-16,i-00165487,m5.xlarge,54.13,64.67,6.1173,3.6842,5.1892
2024-05-17,i-00165487,m5.xlarge,54.45,63.1,4.2342,2.284,4.8033
2024-05-18,i-00165487,m5.xlarge,26.65,34.38,1.6788,2.39,4.5625
2024-05-19,i-00165487,m5.xlarge,27.76,44.87,2.3398,0.0,4.79
2024-05-20,i-00165487,m5.xlarge,44.52,48.26,8.536,0.0,4.4791
2024-05-21,i-00165487,m5.xlarge,59.7,84.69,8.4302,3.2716,5.1121
2024-05-22,i-00165487,m5.xlarge,59.51,65.65,10.5806,3.3414,4.7519
2024-05-23,i-00165487,m5.xlarge,46.4,49.71,5.3384,1.1763,4.579
2024-05-24,i-00165487,m5.xlarge,41.94,43.28,4.4566,0.0,4.5667
2024-05-25,i-00165487,m5.xlarge,18.02,19.33,3.0192,1.2184,4.5868
2024-05-26,i-00165487,m5.xlarge,25.75,34.27,3.9502,0.1901,4.3902
2024-05-27,i-00165487,m5.xlarge,66.75,98.32,9.892,2.7708,2.561
2024-05-28,i-00165487,m5.xlarge,40.81,39.99,0.7374,0.7153,4.6299
2024-05-29,i-00165487,m5.xlarge,57.49,51.83,6.2511,4.9181,4.9865
2024-05-30,i-00165487,m5.xlarge,60.26,57.69,7.027,0.3206,4.865
2024-05-31,i-00165487,m5.xlarge,55.67,76.62,4.9107,5.7375,5.0548
2024-06-01,i-00165487,m5.xlarge,31.35,27.45,0.0,0.1457,4.6937
2024-06-02,i-00165487,m5.xlarge,22.61,40.27,2.9857,2.5214,5.1561
2024-06-03,i-00165487,m5.xlarge,47.97,51.13,2.1595,1.0796,4.4251
2024-06-04,i-00165487,m5.xlarge,50.02,77.05,4.8746,4.0873,4.945
2024-06-05,i-00165487,m5.xlarge,58.62,72.63,6.9655,1.2628,4.7328
2024-06-06,i-00165487,m5.xlarge,57.07,54.21,5.9131,2.2813,4.714
2024-06-07,i-00165487,m5.xlarge,60.4,87.33,5.3814,0.1348,4.3491
2024-06-08,i-00165487,m5.xlarge,32.35,37.92,2.4488,1.401,4.6143
2024-06-09,i-00165487,m5.xlarge,23.57,32.15,2.0119,2.0403,4.938
2024-06-10,i-00165487,m5.xlarge,57.47,77.08,4.7907,8.1357,5.4176
2024-06-11,i-00165487,m5.xlarge,56.06,67.99,7.2061,6.0314,5.1406
2024-06-12,i-00165487,m5.xlarge,48.38,43.79,5.3741,1.9804,4.5748
2024-06-13,i-00165487,m5.xlarge,46.38,64.64,3.8453,3.0312,4.8317
2024-06-14,i-00165487,m5.xlarge,57.01,47.85,6.4706,5.8615,5.4584
2024-06-15,i-00165487,m5.xlarge,23.26,32.5,0.7709,1.2816,4.557
2024-06-16,i-00165487,m5.xlarge,18.14,34.86,1.9684,0.2743,4.5715
2024-06-17,i-00165487,m5.xlarge,58.62,52.19,7.3125,2.7595,4.6876
2024-06-18,i-00165487,m5.xlarge,41.47,36.86,7.8694,1.0026,4.5633
2024-06-19,i-00165487,m5.xlarge,55.34,53.65,8.3393,4.9183,5.1668
2024-06-20,i-00165487,m5.xlarge,49.32,64.88,8.3786,2.0938,2.0009
2024-06-21,i-00165487,m5.xlarge,65.37,69.66,7.1222,6.3349,5.1909
2024-06-22,i-00165487,m5.xlarge,30.6,30.48,0.0,0.0,4.9141
2024-06-23,i-00165487,m5.xlarge,21.93,32.85,0.133,1.4756,5.1116
2024-06-24,i-00165487,m5.xlarge,57.85,60.12,8.1051,1.4326,4.7156
2024-06-25,i-00165487,m5.xlarge,50.35,60.12,7.6495,4.3453,5.0244
2024-06-26,i-00165487,m5.xlarge,44.21,55.1,5.8061,2.0733,4.999
2024-06-27,i-00165487,m5.xlarge,57.48,52.68,6.1512,6.7635,2.8633
2024-06-28,i-00165487,m5.xlarge,58.12,81.88,0.0,8.2011,5.4919
2024-06-29,i-00165487,m5.xlarge,23.9,21.8,0.0,1.2722,4.9267
2024-06-30,i-00165487,m5.xlarge,24.44,38.17,0.4031,1.979,4.7885
2024-01-01,i-0017f0b6,t3.medium,6.52,7.74,0.0,0.0441,1.0159
2024-01-02,i-0017f0b6,t3.medium,4.99,7.4,1.9621,1.5209,1.1502
2024-01-03,i-0017f0b6,t3.medium,5.32,18.85,0.0287,1.5735,1.0618
2024-01-04,i-0017f0b6,t3.medium,5.35,12.73,0.0,0.0,3.3874
2024-01-05,i-0017f0b6,t3.medium,1.07,19.79,0.0,0.0498,0.358
2024-01-06,i-0017f0b6,t3.medium,6.17,20.13,0.0,0.3155,1.0709
2024-01-07,i-0017f0b6,t3.medium,4.42,12.43,5.1902,0.0,1.0154
2024-01-08,i-0017f0b6,t3.medium,6.13,20.61,0.9593,1.453,1.1323
2024-01-09,i-0017f0b6,t3.medium,3.84,6.4,0.0,0.0,0.9759
2024-01-10,i-0017f0b6,t3.medium,3.0,7.79,0.7522,0.0,1.0119
2024-01-11,i-0017f0b6,t3.medium,1.57,12.1,0.5557,1.565,1.123
2024-01-12,i-0017f0b6,t3.medium,5.3,14.48,0.1976,2.3588,1.1701
2024-01-13,i-0017f0b6,t3.medium,6.44,13.28,1.0416,0.0,0.9547
2024-01-14,i-0017f0b6,t3.medium,2.99,12.4,0.3981,0.0,1.0338
2024-01-15,i-0017f0b6,t3.medium,5.04,17.09,0.5696,0.0,0.9912
2024-01-16,i-0017f0b6,t3.medium,4.92,15.99,4.0479,6.4149,5.5901
2024-01-17,i-0017f0b6,t3.medium,4.38,18.07,0.0,0.0,1.0167
2024-01-18,i-0017f0b6,t3.medium,6.59,9.67,0.0,0.0571,0.9529
2024-01-19,i-0017f0b6,t3.medium,3.39,18.25,0.0,0.6695,1.0327
2024-01-20,i-0017f0b6,t3.medium,7.2,22.67,4.4617,0.0,0.9968
2024-01-21,i-0017f0b6,t3.medium,1.66,5.32,0.8694,0.4362,1.0433
2024-01-22,i-0017f0b6,t3.medium,4.23,12.4,0.0,1.2834,1.1063
2024-01-23,i-0017f0b6,t3.medium,5.69,10.89,0.0,0.1913,0.9573
2024-01-24,i-0017f0b6,t3.medium,4.07,11.95,0.7119,0.0207,0.9827
2024-01-25,i-0017f0b6,t3.medium,3.19,12.1,0.0,0.0,1.0068
2024-01-26,i-0017f0b6,t3.medium,3.7,15.08,0.0,0.0,0.9543
2024-01-27,i-0017f0b6,t3.medium,7.13,11.73,2.221,0.5006,1.0331
2024-01-28,i-0017f0b6,t3.medium,7.18,17.24,0.3736,0.0,1.0443
2024-01-29,i-0017f0b6,t3.medium,6.63,13.78,0.0,0.0,1.0029
2024-01-30,i-0017f0b6,t3.medium,5.37,3.54,0.0,0.4062,1.0603
2024-01-31,i-0017f0b6,t3.medium,5.05,11.63,3.3824,0.0,0.4949
2024-02-01,i-0017f0b6,t3.medium,1.51,3.35,0.4407,0.0,1.0321
2024-02-02,i-0017f0b6,t3.medium,4.89,17.09,0.0,0.0,1.0308
2024-02-03,i-0017f0b6,t3.medium,4.48,22.38,0.5297,0.0,1.0382
2024-02-04,i-0017f0b6,t3.medium,4.1,3.04,2.3638,0.3355,1.0657
2024-02-05,i-0017f0b6,t3.medium,3.92,10.34,0.0,0.9796,1.085
2024-02-06,i-0017f0b6,t3.medium,9.73,14.79,2.3039,0.0,1.0323
2024-02-07,i-0017f0b6,t3.medium,5.87,10.9,0.0,0.1839,1.0279
2024-02-08,i-0017f0b6,t3.medium,6.42,14.7,0.0,0.0,0.9544
2024-02-09,i-0017f0b6,t3.medium,5.92,15.82,3.5121,1.3467,1.1151
2024-02-10,i-0017f0b6,t3.medium,6.14,16.41,1.2817,0.1781,1.037
2024-02-11,i-0017f0b6,t3.medium,1.25,6.53,0.0,1.9744,1.1476
2024-02-12,i-0017f0b6,t3.medium,0.57,8.98,0.0,0.892,1.067
2024-02-13,i-0017f0b6,t3.medium,6.0,15.09,0.0,4.7978,1.4629
2024-02-14,i-0017f0b6,t3.medium,5.34,4.64,0.0,0.0,0.9664
2024-02-15,i-0017f0b6,t3.medium,7.52,7.96,0.0,0.0,1.0075
2024-02-16,i-0017f0b6,t3.medium,3.96,9.24,0.0,0.5132,1.0193
2024-02-17,i-0017f0b6,t3.medium,5.12,17.41,3.6136,0.0,0.9654
2024-02-18,i-0017f0b6,t3.medium,7.96,26.33,0.0,0.2097,1.0183
2024-02-19,i-0017f0b6,t3.medium,5.05,9.17,1.1681,0.0143,0.9428
2024-02-20,i-0017f0b6,t3.medium,2.51,9.02,0.0,0.0,0.9606
2024-02-21,i-0017f0b6,t3.medium,4.71,16.82,0.0,0.0,0.9327
2024-02-22,i-0017f0b6,t3.medium,5.34,11.16,6.1623,1.5068,1.0846
2024-02-23,i-0017f0b6,t3.medium,2.94,9.24,0.0,0.0,0.9378
2024-02-24,i-0017f0b6,t3.medium,6.93,9.64,1.7908,0.0,1.0556
2024-02-25,i-0017f0b6,t3.medium,2.35,10.13,3.4005,0.0,1.0084
2024-02-26,i-0017f0b6,t3.medium,5.41,14.72,0.0,1.6373,1.1734
2024-02-27,i-0017f0b6,t3.medium,3.78,8.77,0.0,1.0777,1.0977
2024-02-28,i-0017f0b6,t3.medium,5.45,11.89,0.0,0.0,1.013
2024-02-29,i-0017f0b6,t3.medium,3.47,21.84,0.3635,3.1249,1.3648
2024-03-01,i-0017f0b6,t3.medium,5.25,10.51,1.3362,2.4455,1.2174
2024-03-02,i-0017f0b6,t3.medium,6.36,17.36,1.2881,0.0,1.0122
2024-03-03,i-0017f0b6,t3.medium,6.26,15.05,0.0,0.0,1.0391
2024-03-04,i-0017f0b6,t3.medium,8.43,15.46,0.0,0.0,0.9521
2024-03-05,i-0017f0b6,t3.medium,5.15,12.09,1.3409,0.0,1.0238
2024-03-06,i-0017f0b6,t3.medium,5.93,10.82,0.3375,3.026,1.2667
2024-03-07,i-0017f0b6,t3.medium,5.09,11.91,0.0,1.9079,1.1869
2024-03-08,i-0017f0b6,t3.medium,1.57,9.03,0.359,1.2985,1.0635
2024-03-09,i-0017f0b6,t3.medium,6.31,17.82,0.0,0.0,0.99
2024-03-10,i-0017f0b6,t3.medium,2.7,7.6,2.1257,0.0,0.5524
2024-03-11,i-0017f0b6,t3.medium,4.52,1.0,0.0,2.3265,1.2399
2024-03-12,i-0017f0b6,t3.medium,8.02,10.42,2.5823,1.9598,1.1606
2024-03-13,i-0017f0b6,t3.medium,7.51,10.03,0.0,0.0,0.9352
2024-03-14,i-0017f0b6,t3.medium,3.42,1.6,2.209,0.0383,0.7791
2024-03-15,i-0017f0b6,t3.medium,1.42,2.67,0.7321,1.6159,1.0877
2024-03-16,i-0017f0b6,t3.medium,3.89,18.22,4.1001,1.5432,0.7606
2024-03-17,i-0017f0b6,t3.medium,6.11,11.67,0.0,0.0,1.0352
2024-03-18,i-0017f0b6,t3.medium,7.48,15.01,3.4994,0.0,1.0496
2024-03-19,i-0017f0b6,t3.medium,5.04,12.81,2.9841,2.8086,1.3033
2024-03-20,i-0017f0b6,t3.medium,4.72,16.17,4.7284,0.0,1.0025
2024-03-21,i-0017f0b6,t3.medium,7.29,14.19,3.1399,1.4847,1.0744
2024-03-22,i-0017f0b6,t3.medium,6.09,8.36,4.8983,0.5928,1.0107
2024-03-23,i-0017f0b6,t3.medium,6.27,15.44,2.0451,0.5828,1.0812
2024-03-24,i-0017f0b6,t3.medium,6.02,8.23,0.7076,1.8898,1.189
2024-03-25,i-0017f0b6,t3.medium,3.55,10.46,2.7887,0.0,1.06
2024-03-26,i-0017f0b6,t3.medium,3.41,6.98,0.0,0.0,0.9961
2024-03-27,i-0017f0b6,t3.medium,5.19,12.54,1.302,0.4229,1.0515
2024-03-28,i-0017f0b6,t3.medium,3.71,10.68,0.0,3.1636,1.1782
2024-03-29,i-0017f0b6,t3.medium,6.72,20.42,4.3133,0.0,1.057
2024-03-30,i-0017f0b6,t3.medium,4.79,17.09,3.1059,0.5425,0.9932
2024-03-31,i-0017f0b6,t3.medium,4.36,18.24,0.8369,1.9383,1.18
2024-04-01,i-0017f0b6,t3.medium,2.98,15.97,0.0,0.0,1.003
2024-04-02,i-0017f0b6,t3.medium,5.98,16.28,0.0,1.1984,1.0777
2024-04-03,i-0017f0b6,t3.medium,4.21,7.58,0.0,1.4765,1.151
2024-04-04,i-0017f0b6,t3.medium,3.67,15.19,0.0,1.7054,1.1947
2024-04-05,i-0017f0b6,t3.medium,5.98,18.26,0.8021,0.0,0.9939
2024-04-06,i-0017f0b6,t3.medium,7.02,12.37,0.0,0.0,1.017
2024-04-07,i-0017f0b6,t3.medium,1.66,6.29,0.1133,2.2752,1.2577
2024-04-08,i-0017f0b6,t3.medium,6.81,15.49,0.0,0.0,0.9011
2024-04-09,i-0017f0b6,t3.medium,5.42,16.85,4.3526,2.8429,1.2559
2024-04-10,i-0017f0b6,t3.medium,5.88,5.28,2.4001,0.0,0.9832
2024-04-11,i-0017f0b6,t3.medium,5.02,20.64,0.0,0.026,1.0385
2024-04-12,i-0017f0b6,t3.medium,4.38,18.88,3.7601,0.0,1.0065
2024-04-13,i-0017f0b6,t3.medium,5.12,19.42,2.5169,0.6469,1.0439
2024-04-14,i-0017f0b6,t3.medium,4.52,17.69,0.0,1.1013,1.1331
2024-04-15,i-0017f0b6,t3.medium,4.49,17.48,0.0,0.0695,1.0643
2024-04-16,i-0017f0b6,t3.medium,1.68,6.1,3.1882,0.0,0.9792
2024-04-17,i-0017f0b6,t3.medium,5.04,24.47,0.0,0.0,1.0371
2024-04-18,i-0017f0b6,t3.medium,3.07,6.5,0.9907,0.0558,1.0144
2024-04-19,i-0017f0b6,t3.medium,4.26,12.58,0.2658,0.6817,1.0802
2024-04-20,i-0017f0b6,t3.medium,4.21,5.54,2.8073,0.0,0.9537
2024-04-21,i-0017f0b6,t3.medium,6.31,21.19,2.5724,0.0,1.022
2024-04-22,i-0017f0b6,t3.medium,3.14,1.47,1.1909,0.0017,0.9995
2024-04-23,i-0017f0b6,t3.medium,5.8,19.37,4.2139,0.5555,1.0126
2024-04-24,i-0017f0b6,t3.medium,7.83,18.11,2.6118,2.7177,1.2441
2024-04-25,i-0017f0b6,t3.medium,4.77,19.14,0.7549,0.0,1.0015
2024-04-26,i-0017f0b6,t3.medium,5.06,10.17,0.4521,0.0334,1.0569
2024-04-27,i-0017f0b6,t3.medium,0.94,4.76,2.1782,0.0,0.997
2024-04-28,i-0017f0b6,t3.medium,4.62,15.05,0.0,0.0,0.3477
2024-04-29,i-0017f0b6,t3.medium,4.56,6.95,0.6609,1.4641,1.1041
2024-04-30,i-0017f0b6,t3.medium,4.44,16.81,1.3538,1.2238,1.1405
